region_type,region_index,chain,axis_x,axis_y,axis_z
5F,7,35,0.856311205254559,0.016963404778689618,-0.5161815210309246
5F,7,36,0.856311205254559,0.016963404778689618,-0.5161815210309246
5F,7,37,0.856311205254559,0.016963404778689618,-0.5161815210309246
5F,7,38,0.856311205254559,0.016963404778689618,-0.5161815210309246
5F,7,39,0.856311205254559,0.016963404778689618,-0.5161815210309246
5F,8,40,-0.8431593263003169,-0.033477283769171085,-0.5366205567663562
5F,8,41,-0.8431593263003169,-0.033477283769171085,-0.5366205567663562
5F,8,42,-0.8431593263003169,-0.033477283769171085,-0.5366205567663562
5F,8,43,-0.8431593263003169,-0.033477283769171085,-0.5366205567663562
5F,8,44,-0.8431593263003169,-0.033477283769171085,-0.5366205567663562
5F,9,45,0.026089951416413123,-0.537663202753029,-0.8427559521240087
5F,9,46,0.026089951416413123,-0.537663202753029,-0.8427559521240087
5F,9,47,0.026089951416413123,-0.537663202753029,-0.8427559521240087
5F,9,48,0.026089951416413123,-0.537663202753029,-0.8427559521240087
5F,9,49,0.026089951416413123,-0.537663202753029,-0.8427559521240087
5F,10,50,-0.02709575486587214,0.5391735521026577,0.8417586951028491
5F,10,51,-0.02709575486587214,0.5391735521026577,0.8417586951028491
5F,10,52,-0.02709575486587214,0.5391735521026577,0.8417586951028491
5F,10,53,-0.02709575486587214,0.5391735521026577,0.8417586951028491
5F,10,54,-0.02709575486587214,0.5391735521026577,0.8417586951028491
5F,11,55,0.8432896184138228,0.03401698376507096,0.536381826958181
5F,11,56,0.8432896184138228,0.03401698376507096,0.536381826958181
5F,11,57,0.8432896184138228,0.03401698376507096,0.536381826958181
5F,11,58,0.8432896184138228,0.03401698376507096,0.536381826958181
5F,11,59,0.8432896184138228,0.03401698376507096,0.536381826958181
3F,0,0,-0.5650430727198812,-0.5872964355375703,0.579490485492333
3F,0,9,-0.5650430727198812,-0.5872964355375703,0.579490485492333
3F,0,22,-0.5650430727198812,-0.5872964355375703,0.579490485492333
3F,1,1,-0.9223845586625438,-0.3862597966627507,-0.003177329531996803
3F,1,21,-0.9223845586625438,-0.3862597966627507,-0.003177329531996803
3F,1,41,-0.9223845586625438,-0.3862597966627507,-0.003177329531996803
3F,2,2,-0.5529086060176155,-0.6018471065985085,-0.5762570031424007
3F,2,40,-0.5529086060176155,-0.6018471065985085,-0.5762570031424007
3F,2,49,-0.5529086060176155,-0.6018471065985085,-0.5762570031424007
3F,3,3,0.03192630041557425,-0.9394197582260707,-0.3412788144556375
3F,3,33,0.03192630041557425,-0.9394197582260707,-0.3412788144556375
3F,3,48,0.03192630041557425,-0.9394197582260707,-0.3412788144556375
3F,4,4,0.021380911772881008,-0.9277950834065147,0.37247703260531206
3F,4,5,0.021380911772881008,-0.9277950834065147,0.37247703260531206
3F,4,32,0.021380911772881008,-0.9277950834065147,0.37247703260531206
3F,5,6,0.5863266595658072,-0.5507345118211606,0.5940644289734153
3F,5,31,0.5863266595658072,-0.5507345118211606,0.5940644289734153
3F,5,56,0.5863266595658072,-0.5507345118211606,0.5940644289734153
3F,6,7,0.34261090602967337,0.027888025557849246,0.9390633765087483
3F,6,54,0.34261090602967337,0.027888025557849246,0.9390633765087483
3F,6,55,0.34261090602967337,0.027888025557849246,0.9390633765087483
3F,7,8,-0.3677768071110479,0.005750789574143822,0.9298963106553746
3F,7,23,-0.3677768071110479,0.005750789574143822,0.9298963106553746
3F,7,53,-0.3677768071110479,0.005750789574143822,0.9298963106553746
3F,8,10,0.5676073087522057,0.5856051965075649,-0.5786955130933837
3F,8,19,0.5676073087522057,0.5856051965075649,-0.5786955130933837
3F,8,37,0.5676073087522057,0.5856051965075649,-0.5786955130933837
3F,9,11,0.36885977098393863,-0.003814577428204889,-0.9294772285261864
3F,9,36,0.36885977098393863,-0.003814577428204889,-0.9294772285261864
3F,9,46,0.36885977098393863,-0.003814577428204889,-0.9294772285261864
3F,10,12,-0.34282948958480586,-0.022982627209691155,-0.939116467706515
3F,10,44,-0.34282948958480586,-0.022982627209691155,-0.939116467706515
3F,10,45,-0.34282948958480586,-0.022982627209691155,-0.939116467706515
3F,11,13,-0.5844344448651315,0.5512325412602308,-0.595465418904384
3F,11,28,-0.5844344448651315,0.5512325412602308,-0.595465418904384
3F,11,43,-0.5844344448651315,0.5512325412602308,-0.595465418904384
3F,12,14,-0.021530010466218656,0.9276844518784106,-0.3727439018848965
3F,12,15,-0.021530010466218656,0.9276844518784106,-0.3727439018848965
3F,12,27,-0.021530010466218656,0.9276844518784106,-0.3727439018848965
3F,13,16,-0.034681127750811086,0.9393831848474286,0.3411106146161887
3F,13,26,-0.034681127750811086,0.9393831848474286,0.3411106146161887
3F,13,51,-0.034681127750811086,0.9393831848474286,0.3411106146161887
