r_angstrom,gamma23_mean,gamma23_sem
7.100000000000000533e+00,-4.272458621257245426e+01,1.905389855060797832e-01
7.200000000000000178e+00,-4.299152069710613233e+01,1.913947846742014014e-01
7.300000000000000711e+00,-4.320870622473026401e+01,1.947035241674431316e-01
7.400000000000000355e+00,-4.346566609678050241e+01,1.974330838904270191e-01
7.500000000000000000e+00,-4.380489559341202721e+01,1.982450213076254464e-01
7.600000000000000533e+00,-4.403318823541201255e+01,2.000757852374802637e-01
7.700000000000000178e+00,-4.432714581600585291e+01,1.995155261190669771e-01
7.800000000000000711e+00,-4.460090220406172534e+01,2.006507874744031528e-01
7.900000000000000355e+00,-4.483196778570200536e+01,2.030507155452577761e-01
8.000000000000000000e+00,-4.510903210975362043e+01,2.059461379960908223e-01
8.099999999999999645e+00,-4.540778595608904311e+01,2.072797254396042677e-01
8.200000000000001066e+00,-4.571783626291384195e+01,2.102898876318367860e-01
8.300000000000000711e+00,-4.597342438820574984e+01,2.129375031566259069e-01
8.400000000000000355e+00,-4.625336787088441071e+01,2.148032012610511243e-01
8.500000000000000000e+00,-4.651407105054424562e+01,2.182139041236555999e-01
8.599999999999999645e+00,-4.676368445607825919e+01,2.206546148708860844e-01
8.700000000000001066e+00,-4.702212250879500033e+01,2.229295272853174803e-01
8.800000000000000711e+00,-4.732716773054445980e+01,2.247658300525947339e-01
8.900000000000000355e+00,-4.761104349978371886e+01,2.279953790291258386e-01
9.000000000000000000e+00,-4.780451475062945121e+01,2.299825536068319520e-01
9.099999999999999645e+00,-4.811666645782415230e+01,2.315388844745168706e-01
9.200000000000001066e+00,-4.842192323496229278e+01,2.330297649059689113e-01
9.300000000000000711e+00,-4.867417868060166342e+01,2.350517472910407801e-01
9.400000000000000355e+00,-4.892152744635625083e+01,2.375384473016581566e-01
9.500000000000000000e+00,-4.916143804207101198e+01,2.377298116129855365e-01
9.600000000000001421e+00,-4.938885356856876996e+01,2.388571463401989170e-01
9.700000000000001066e+00,-4.961524470519964325e+01,2.385239131816450087e-01
9.800000000000000711e+00,-4.989446892710515868e+01,2.369489760275780288e-01
9.900000000000000355e+00,-5.015403122234496180e+01,2.382577748352776581e-01
1.000000000000000000e+01,-5.037413083934898594e+01,2.392258716555545894e-01
1.010000000000000142e+01,-5.058993359924305366e+01,2.403882714345893790e-01
1.020000000000000107e+01,-5.085792810782315598e+01,2.424363279823381623e-01
1.030000000000000071e+01,-5.109764428557132732e+01,2.426104065155541556e-01
1.040000000000000036e+01,-5.133111755397629850e+01,2.426687014906111772e-01
1.050000000000000000e+01,-5.152540269971289888e+01,2.455349201092770217e-01
1.060000000000000142e+01,-5.177454843213905633e+01,2.452958283945194384e-01
1.070000000000000107e+01,-5.206099153694887605e+01,2.477216729675042750e-01
1.080000000000000071e+01,-5.228208471612535391e+01,2.479591442011547520e-01
1.090000000000000036e+01,-5.257550833700292969e+01,2.487689018373889782e-01
