region_type,region_index,chain,axis_x,axis_y,axis_z
3F,12,27,-0.003302165544999767,0.9142464083490157,-0.40514515981761196
3F,13,16,-0.009422226922694869,0.9520243145951122,0.30587730556470527
3F,13,26,-0.009422226922694869,0.9520243145951122,0.30587730556470527
3F,13,51,-0.009422226922694869,0.9520243145951122,0.30587730556470527
3F,14,17,0.5710093511771799,0.6097530624825901,0.5496812928064032
3F,14,50,0.5710093511771799,0.6097530624825901,0.5496812928064032
3F,14,59,0.5710093511771799,0.6097530624825901,0.5496812928064032
3F,15,18,0.9330215300283952,0.35963149334723543,-0.011662482424846085
3F,15,38,0.9330215300283952,0.35963149334723543,-0.011662482424846085
3F,15,58,0.9330215300283952,0.35963149334723543,-0.011662482424846085
3F,16,20,-0.9365713946486027,0.3494509166237598,-0.026797007235605293
3F,16,29,-0.9365713946486027,0.3494509166237598,-0.026797007235605293
3F,16,42,-0.9365713946486027,0.3494509166237598,-0.026797007235605293
3F,17,24,-0.5867164139660888,0.6019446140709052,0.5416885924346222
3F,17,25,-0.5867164139660888,0.6019446140709052,0.5416885924346222
3F,17,52,-0.5867164139660888,0.6019446140709052,0.5416885924346222
3F,18,30,0.9355880531738077,-0.35205699948820623,0.02703449407341584
3F,18,39,0.9355880531738077,-0.35205699948820623,0.02703449407341584
3F,18,57,0.9355880531738077,-0.35205699948820623,0.02703449407341584
3F,19,34,0.5840240553250925,-0.6046385033450151,-0.5415978056402495
3F,19,35,0.5840240553250925,-0.6046385033450151,-0.5415978056402495
3F,19,47,0.5840240553250925,-0.6046385033450151,-0.5415978056402495
