r_angstrom,gamma23_mean,gamma23_sem
1.669999999999999929e+01,-3.241783366390349670e+02,2.259249889920406318e+00
1.680000000000000071e+01,-3.245966886201861712e+02,2.269909761614192778e+00
1.690000000000000213e+01,-3.250360264268983315e+02,2.282082370193331489e+00
1.700000000000000000e+01,-3.256025478047565684e+02,2.291033706938029546e+00
1.710000000000000142e+01,-3.260207771341280250e+02,2.311922375625091064e+00
1.719999999999999929e+01,-3.263700280709046524e+02,2.328573155373381276e+00
1.730000000000000071e+01,-3.266832682237860013e+02,2.333653965625156701e+00
1.740000000000000213e+01,-3.270013072315228442e+02,2.345829993969716920e+00
1.750000000000000000e+01,-3.272237330848793704e+02,2.361046822034847281e+00
1.760000000000000142e+01,-3.274052677443601169e+02,2.372273122971146009e+00
1.769999999999999929e+01,-3.277387625153903059e+02,2.386035627430539652e+00
1.780000000000000071e+01,-3.280137869011209091e+02,2.392584625466774639e+00
1.790000000000000213e+01,-3.283771346917893084e+02,2.399740930429721697e+00
1.800000000000000000e+01,-3.286089944044616686e+02,2.417025183220892881e+00
1.810000000000000142e+01,-3.288189266241819837e+02,2.430810236100391375e+00
1.819999999999999929e+01,-3.290779862690026789e+02,2.446181187489888220e+00
1.830000000000000071e+01,-3.292700024128491236e+02,2.455155265921763696e+00
1.840000000000000213e+01,-3.294865126087495923e+02,2.466680982845742331e+00
1.850000000000000000e+01,-3.299473084062950647e+02,2.479197248940876452e+00
1.860000000000000142e+01,-3.304425469123808057e+02,2.493739997107657036e+00
1.869999999999999929e+01,-3.307413231448975353e+02,2.510523463937462729e+00
1.880000000000000071e+01,-3.310183138933170994e+02,2.516919576421360549e+00
1.890000000000000213e+01,-3.316721608375955270e+02,2.539671693705291222e+00
1.900000000000000000e+01,-3.319378461698152023e+02,2.544828655947829255e+00
1.910000000000000142e+01,-3.322094834567464545e+02,2.558375440980103388e+00
1.920000000000000284e+01,-3.321590182685877153e+02,2.569086288810395580e+00
1.930000000000000071e+01,-3.322917377257682006e+02,2.585637874485470888e+00
1.940000000000000213e+01,-3.325710224325694639e+02,2.598020121787625758e+00
1.950000000000000000e+01,-3.327858214780743538e+02,2.607773263086605287e+00
1.960000000000000142e+01,-3.328405554612394326e+02,2.612788481670617724e+00
1.970000000000000284e+01,-3.329975925940503316e+02,2.619738967358769433e+00
1.980000000000000071e+01,-3.332144723687864598e+02,2.634252828455359907e+00
1.990000000000000213e+01,-3.333792034264192807e+02,2.642690150818324923e+00
2.000000000000000000e+01,-3.337316719823975859e+02,2.651362317031642046e+00
2.010000000000000142e+01,-3.338281592343072361e+02,2.660423581338535293e+00
2.020000000000000284e+01,-3.342221286243459986e+02,2.670038874304722754e+00
2.030000000000000071e+01,-3.345122444524630509e+02,2.680982576328906575e+00
2.040000000000000213e+01,-3.348720557680967431e+02,2.695943232063841233e+00
2.050000000000000000e+01,-3.351220359094699575e+02,2.699462198828206816e+00
2.060000000000000142e+01,-3.355724633744364951e+02,2.712376208727659055e+00
2.070000000000000284e+01,-3.356496999984727836e+02,2.725413793235577309e+00
2.080000000000000071e+01,-3.358267203009524451e+02,2.737197147730638935e+00
2.090000000000000213e+01,-3.362615961940921920e+02,2.746217623702580823e+00
2.100000000000000000e+01,-3.365911817693714170e+02,2.760228359872643811e+00
2.110000000000000142e+01,-3.366964823278485710e+02,2.776391612801461850e+00
2.120000000000000284e+01,-3.367662952627777599e+02,2.787657393699958686e+00
2.130000000000000071e+01,-3.372719429591437006e+02,2.798961180779241165e+00
2.140000000000000213e+01,-3.375541753529180937e+02,2.804062182517602420e+00
2.150000000000000000e+01,-3.382755020886767170e+02,2.816584834251104397e+00
2.160000000000000142e+01,-3.386430867129498665e+02,2.824118546195703239e+00
2.170000000000000284e+01,-3.387147802958349416e+02,2.834546699756169907e+00
2.180000000000000071e+01,-3.390359219828841901e+02,2.842049453525419711e+00
2.190000000000000213e+01,-3.392559906222547852e+02,2.855602659936302246e+00
2.200000000000000000e+01,-3.394337594043361150e+02,2.867152223182909410e+00
2.210000000000000142e+01,-3.396528840590020195e+02,2.880886161682184365e+00
2.220000000000000284e+01,-3.395975487013001839e+02,2.887770590807912541e+00
2.230000000000000071e+01,-3.399421619358670910e+02,2.894789807250716329e+00
2.240000000000000213e+01,-3.400227704725627405e+02,2.913189866390470062e+00
2.250000000000000000e+01,-3.403017800252463303e+02,2.917694143389601091e+00
2.260000000000000142e+01,-3.405277109084865970e+02,2.928200357703342416e+00
2.270000000000000284e+01,-3.410820912440444772e+02,2.944183253721053273e+00
2.280000000000000071e+01,-3.410433618917216450e+02,2.953503712351053245e+00
2.290000000000000213e+01,-3.410656481821602029e+02,2.970647570528473391e+00
2.300000000000000000e+01,-3.411960280313630278e+02,2.978342921338748006e+00
2.310000000000000142e+01,-3.414886111425439026e+02,2.993290268016284283e+00
2.320000000000000284e+01,-3.415721526316929726e+02,3.002208606248899070e+00
2.330000000000000071e+01,-3.420647223053727544e+02,3.013079815676051432e+00
2.340000000000000213e+01,-3.425529902614559887e+02,3.028547037775512596e+00
2.350000000000000000e+01,-3.429379763181693761e+02,3.043042224471748547e+00
2.360000000000000142e+01,-3.433892819720431362e+02,3.061610682875762546e+00
2.370000000000000284e+01,-3.434195923339358956e+02,3.073188225638638471e+00
2.380000000000000071e+01,-3.433635724303920824e+02,3.089075980077665484e+00
2.390000000000000213e+01,-3.432673530471484469e+02,3.096965716110247957e+00
2.400000000000000000e+01,-3.431985370069771193e+02,3.111692492989155845e+00
2.410000000000000142e+01,-3.430879849166491908e+02,3.122935762997385289e+00
2.420000000000000284e+01,-3.430098355833486607e+02,3.128986625746521977e+00
2.430000000000000071e+01,-3.432937568549764364e+02,3.141895177024191632e+00
2.440000000000000213e+01,-3.433306371483558337e+02,3.152002741106757266e+00
2.450000000000000000e+01,-3.434656833699671665e+02,3.167578875249888348e+00
2.460000000000000142e+01,-3.440866606089502397e+02,3.182320074117819697e+00
2.470000000000000284e+01,-3.444105383969528020e+02,3.196993909170891879e+00
2.480000000000000071e+01,-3.445609302362766471e+02,3.208516138739208934e+00
2.490000000000000213e+01,-3.447966095483529330e+02,3.222521346405918141e+00
2.500000000000000000e+01,-3.445237227339833908e+02,3.222605368358280487e+00
2.510000000000000142e+01,-3.447233577337358383e+02,3.222475657524347170e+00
2.520000000000000284e+01,-3.446583211367373565e+02,3.225329976585552316e+00
2.530000000000000071e+01,-3.445941263187966683e+02,3.236162969188947969e+00
2.540000000000000213e+01,-3.449297559017331878e+02,3.255814311696614283e+00
2.550000000000000000e+01,-3.449323413470254422e+02,3.273618960536078148e+00
2.560000000000000142e+01,-3.452054585259189139e+02,3.279664214754506979e+00
2.570000000000000284e+01,-3.455895149782271574e+02,3.291615106165198146e+00
2.580000000000000071e+01,-3.457108084435657247e+02,3.296350804433178627e+00
2.590000000000000213e+01,-3.461256583712968791e+02,3.309628090057283867e+00
2.600000000000000000e+01,-3.464907587170561101e+02,3.306462637952399586e+00
2.610000000000000142e+01,-3.470334565956404731e+02,3.321399659281291328e+00
2.620000000000000284e+01,-3.470889451099019425e+02,3.327281900625236322e+00
2.630000000000000071e+01,-3.475904443115296658e+02,3.338749513964077043e+00
2.640000000000000213e+01,-3.474793707882654417e+02,3.344683246930317377e+00
2.650000000000000000e+01,-3.475926617859781800e+02,3.344042061162265878e+00
2.660000000000000142e+01,-3.477351501839206094e+02,3.351057040530608155e+00
2.670000000000000284e+01,-3.479502707566246045e+02,3.352643108619632439e+00
2.680000000000000071e+01,-3.481053081367135746e+02,3.365413158583141939e+00
2.690000000000000213e+01,-3.480002900185012322e+02,3.365268014241873384e+00
2.700000000000000000e+01,-3.482667669990515833e+02,3.385610000810192588e+00
2.710000000000000142e+01,-3.482063682356447885e+02,3.381226081894039837e+00
2.720000000000000284e+01,-3.480845293154010278e+02,3.396268720582318323e+00
2.730000000000000071e+01,-3.485481341538381344e+02,3.398957268844243096e+00
2.740000000000000213e+01,-3.488413542674751397e+02,3.396757680533537105e+00
2.750000000000000000e+01,-3.489518711923520300e+02,3.395287292649729061e+00
2.760000000000000142e+01,-3.491115401483044138e+02,3.400432563400165531e+00
2.770000000000000284e+01,-3.493246569627060580e+02,3.413531253069439497e+00
2.780000000000000071e+01,-3.495110419535718620e+02,3.419730497505860001e+00
2.790000000000000213e+01,-3.495251630978971775e+02,3.413922657078908962e+00
2.800000000000000000e+01,-3.494725974535472801e+02,3.423980843380529659e+00
2.810000000000000142e+01,-3.497668059390168764e+02,3.437441936600309056e+00
2.820000000000000284e+01,-3.504185222843624956e+02,3.444655037012628096e+00
2.830000000000000071e+01,-3.509257952106756306e+02,3.446890259269982604e+00
2.840000000000000213e+01,-3.517734935310106152e+02,3.451096383619399521e+00
2.850000000000000000e+01,-3.519190662587344036e+02,3.459169917771634850e+00
2.860000000000000142e+01,-3.519901579048793110e+02,3.462564362545350605e+00
