r_angstrom,gamma23_mean,gamma23_sem
1.080000000000000071e+01,-7.382140096094881088e+00,3.299158094417012910e-01
1.090000000000000036e+01,-7.534684854708746826e+00,3.317246976824591020e-01
1.100000000000000000e+01,-7.726193224124118686e+00,3.330091817428210699e-01
1.110000000000000142e+01,-7.908899032472874069e+00,3.320707297183850826e-01
1.120000000000000107e+01,-8.101217217272763449e+00,3.316382463123087598e-01
1.130000000000000071e+01,-8.236422458960690918e+00,3.312158606801596794e-01
1.140000000000000036e+01,-8.417171967827391299e+00,3.320405173540962318e-01
1.150000000000000000e+01,-8.594809466675522813e+00,3.322045231626116757e-01
1.160000000000000142e+01,-8.762624891736901844e+00,3.333313331654331746e-01
1.170000000000000107e+01,-8.928949637978869092e+00,3.339889855551551601e-01
1.180000000000000071e+01,-9.038649697160826335e+00,3.342260139230667226e-01
1.190000000000000036e+01,-9.191582401796422275e+00,3.355867619279221947e-01
1.200000000000000000e+01,-9.329657581190167193e+00,3.366003877814052747e-01
1.210000000000000142e+01,-9.456018011316283278e+00,3.365780034453560443e-01
1.220000000000000107e+01,-9.641192121717116592e+00,3.376233992544243057e-01
1.230000000000000071e+01,-9.734512039549439777e+00,3.376712799746412474e-01
1.240000000000000036e+01,-9.858524798176901527e+00,3.386463208608806452e-01
1.250000000000000000e+01,-1.000975203670852665e+01,3.390758755959580872e-01
1.260000000000000142e+01,-1.018986220675069809e+01,3.393179843938259888e-01
1.270000000000000107e+01,-1.034032798815305831e+01,3.426180475289716254e-01
1.280000000000000071e+01,-1.049884677850273818e+01,3.438730192439969358e-01
1.290000000000000036e+01,-1.061883163984932388e+01,3.430578520937159759e-01
1.300000000000000000e+01,-1.081598514616778495e+01,3.432843101807969699e-01
1.310000000000000142e+01,-1.099455078893391757e+01,3.432488665112873316e-01
1.320000000000000107e+01,-1.112593822498000939e+01,3.450004563443877514e-01
1.330000000000000071e+01,-1.130917041224985908e+01,3.466104523397858794e-01
1.340000000000000036e+01,-1.139913879728863044e+01,3.463945232762324911e-01
1.350000000000000000e+01,-1.151721927002182611e+01,3.470607044284107490e-01
1.360000000000000142e+01,-1.161013055417132556e+01,3.471941102754011466e-01
1.370000000000000107e+01,-1.178582521236138980e+01,3.478980416652552310e-01
1.380000000000000071e+01,-1.193994530518576269e+01,3.480536013095270054e-01
1.390000000000000036e+01,-1.207287000697865231e+01,3.481153502687738266e-01
1.400000000000000000e+01,-1.223411518663640152e+01,3.482414605375060979e-01
