region_type,region_index,chain,axis_x,axis_y,axis_z
3F,5,56,-0.5763999607690689,-0.5756676220214698,0.5799740288853995
3F,6,7,0.007205276484047227,-0.930577506705239,0.3660240265406757
3F,6,54,0.007205276484047227,-0.930577506705239,0.3660240265406757
3F,6,55,0.007205276484047227,-0.930577506705239,0.3660240265406757
3F,7,8,0.5762937140575789,-0.5673630973183107,0.5882046165571082
3F,7,23,0.5762937140575789,-0.5673630973183107,0.5882046165571082
3F,7,53,0.5762937140575789,-0.5673630973183107,0.5882046165571082
3F,8,10,-0.34667773734798674,-0.010459490329958993,-0.9379259808158199
3F,8,19,-0.34667773734798674,-0.010459490329958993,-0.9379259808158199
3F,8,37,-0.34667773734798674,-0.010459490329958993,-0.9379259808158199
3F,9,11,-0.579281379310823,0.565458982683914,-0.5871023952308689
3F,9,36,-0.579281379310823,0.565458982683914,-0.5871023952308689
3F,9,46,-0.579281379310823,0.565458982683914,-0.5871023952308689
3F,10,12,-0.009410123684965533,0.9309497796110002,-0.3650259681371503
3F,10,44,-0.009410123684965533,0.9309497796110002,-0.3650259681371503
3F,10,45,-0.009410123684965533,0.9309497796110002,-0.3650259681371503
3F,11,13,0.5758281299925765,0.5769074234298921,-0.5793097526373395
3F,11,28,0.5758281299925765,0.5769074234298921,-0.5793097526373395
3F,11,43,0.5758281299925765,0.5769074234298921,-0.5793097526373395
3F,12,14,0.36400197497681547,-0.0019737522221859164,-0.9313960846574045
3F,12,15,0.36400197497681547,-0.0019737522221859164,-0.9313960846574045
3F,12,27,0.36400197497681547,-0.0019737522221859164,-0.9313960846574045
3F,13,16,0.589270668522921,-0.5756349157338633,-0.5669255004024938
3F,13,26,0.589270668522921,-0.5756349157338633,-0.5669255004024938
3F,13,51,0.589270668522921,-0.5756349157338633,-0.5669255004024938
3F,14,17,0.014698747524471135,-0.9372825542789537,-0.3482604776105555
3F,14,50,0.014698747524471135,-0.9372825542789537,-0.3482604776105555
3F,14,59,0.014698747524471135,-0.9372825542789537,-0.3482604776105555
3F,15,18,-0.5593360373048878,-0.590697378683533,-0.5815666807757026
3F,15,38,-0.5593360373048878,-0.590697378683533,-0.5815666807757026
3F,15,58,-0.5593360373048878,-0.590697378683533,-0.5815666807757026
3F,16,20,0.9313631528604236,0.36405943899915905,0.004837599560611756
3F,16,29,0.9313631528604236,0.36405943899915905,0.004837599560611756
3F,16,42,0.9313631528604236,0.36405943899915905,0.004837599560611756
3F,17,24,0.9378536152498156,-0.3468098586104804,0.012390251548272058
3F,17,25,0.9378536152498156,-0.3468098586104804,0.012390251548272058
3F,17,52,0.9378536152498156,-0.3468098586104804,0.012390251548272058
3F,18,30,-0.9302082485121456,-0.36698455422554793,-0.0059119675102555
3F,18,39,-0.9302082485121456,-0.36698455422554793,-0.0059119675102555
3F,18,57,-0.9302082485121456,-0.36698455422554793,-0.0059119675102555
3F,19,34,-0.9384197264618295,0.3452829916106961,-0.012168512303200109
3F,19,35,-0.9384197264618295,0.3452829916106961,-0.012168512303200109
3F,19,47,-0.9384197264618295,0.3452829916106961,-0.012168512303200109
