region_type,region_index,n,mean,std,min,max,sem
3F,0,227,0.02234973772376009,0.102850814215059,-0.12306435801799717,0.4370893978416808,0.006826448301157243
3F,1,258,0.04066080115928281,0.20575677576679272,-0.15126435190371443,0.8197094485510305,0.012809857331768246
3F,2,248,0.005238873970659023,0.15321819186189747,-0.13294407815532852,0.7107378796064721,0.009729364912600267
3F,3,241,0.1661427969987149,0.2384436969290885,-0.13782227905532676,0.9088636576212575,0.01535950874003838
3F,4,239,-0.02294284655088762,0.12497437837765302,-0.15363428496236325,0.49892160732300317,0.008083920516939005
3F,5,239,-0.026323828492450487,0.16571742508750822,-0.1520744762925611,0.9103411983136043,0.010719369122453309
3F,6,256,-0.00767326452644788,0.16486607168749978,-0.1564940090958125,0.7440944275814941,0.010304129480468736
3F,7,230,0.010578356715696596,0.19268151269246153,-0.15417895068233903,1.3104515420818048,0.012705042705377163
3F,8,235,0.013662261818289636,0.1924817161492529,-0.15874946530976092,0.49299759878208094,0.012556122699366179
3F,9,261,-0.06089894757685115,0.06759134519173975,-0.15945741545595593,0.16345818346916507,0.004183799234407321
3F,10,243,0.05225605844381417,0.2403189918028017,-0.1329603037535414,1.1846298457751572,0.01541647051208078
3F,11,233,-0.01847068086576563,0.10400411726051767,-0.16106297059142205,0.44029131798773247,0.006813536264341114
3F,12,232,-0.04281581593792727,0.13504627407366443,-0.15342017416753934,0.536410986300565,0.008866222259804653
3F,13,256,0.03186785305505484,0.2379837103539654,-0.1590532772626335,1.6204849101534766,0.014873981897122837
3F,14,269,-0.042611943267087074,0.09413962219460156,-0.15694736592187045,0.361060168861531,0.00573979406743731
3F,15,243,-0.006012757646719292,0.15995764291389872,-0.15363537446057274,0.5588954454620539,0.01026128757725305
3F,16,260,-0.021201224870013396,0.11946203652843891,-0.15484101622714658,0.5166764322095765,0.007408720997145624
3F,17,240,-0.010192043361799788,0.1665499892879952,-0.15821015767439972,0.7884936052040461,0.010750755580390485
3F,18,233,-0.05534072855432852,0.111004397972592,-0.1583276009383559,0.47424913911801114,0.007272139901856846
3F,19,245,0.026218480172715768,0.19840461460887687,-0.15668383177317147,0.7587233353234766,0.012675605866145615
5F,0,84,-0.02692004881606507,0.10498066001297535,-0.13003250357811721,0.31670002929626484,0.011454329071806746
5F,1,83,-0.0068499988704099225,0.20068263410909642,-0.12525358613990964,0.9002362596190435,0.02202778082576676
5F,2,84,0.011831524090500055,0.13217073895053708,-0.1187190690088663,0.3659973872642624,0.014421009902359151
5F,3,80,-0.05613418364351981,0.04799197991544848,-0.13345180015153585,0.05164674428318074,0.00536566647328737
5F,4,89,-0.09154547186172449,0.024160981507745722,-0.1515321982671714,-0.04826119289933285,0.0025610589177083335
5F,5,80,-0.03927573087137173,0.07316782180146324,-0.13130735895500997,0.18785613040045962,0.008180411165683146
5F,6,81,0.040147179921487496,0.2219453318531161,-0.12258234642254369,0.78059925082315,0.02466059242812401
5F,7,88,-0.06365433756837063,0.036014984678642725,-0.10773890260460235,0.1290645789263121,0.0038392102665114813
5F,8,82,-0.08112000874238808,0.04848128974062132,-0.1502978879490776,0.1545375451750448,0.005353862812133613
5F,9,81,0.014812614567022639,0.1383794336421099,-0.13186072838371357,0.37951098662385785,0.015375492626901098
5F,10,84,-0.07205876526824084,0.03518039780344366,-0.14274565658242766,0.07108066056622164,0.0038384960931652085
5F,11,80,0.04353156977805987,0.12139597590001096,-0.135413625005665,0.37376885692494005,0.013572482715367535
