r_center_A,na_per_frame,cl_per_frame,net_charge_per_frame,cum_counter_charge_Q_e
8.875,3.0558882235528944,3.86626746506986,-0.810379241516966,-455.51097804391225
8.925,3.1397205588822357,3.758483033932136,-0.6187624750499002,-456.12974051896214
8.975000000000001,3.0499001996007986,3.9500998003992014,-0.9001996007984032,-457.02994011976057
9.025,3.0798403193612773,3.852295409181637,-0.7724550898203593,-457.80239520958094
9.075,3.0439121756487024,4.025948103792415,-0.9820359281437125,-458.78443113772465
9.125,3.129740518962076,3.9161676646706587,-0.7864271457085829,-459.5708582834332
9.175,3.0239520958083834,3.9840319361277445,-0.9600798403193613,-460.53093812375255
9.225000000000001,3.117764471057884,3.7744510978043913,-0.656686626746507,-461.1876247504991
9.275,3.125748502994012,3.8223552894211577,-0.6966067864271457,-461.8842315369262
9.325,3.0479041916167664,3.6347305389221556,-0.5868263473053892,-462.4710578842316
9.375,3.147704590818363,3.9241516966067866,-0.7764471057884231,-463.24750499002
9.425,3.1457085828343314,3.86626746506986,-0.720558882235529,-463.9680638722555
9.475000000000001,3.2714570858283434,3.6686626746506987,-0.3972055888223553,-464.3652694610779
9.525,3.089820359281437,3.9201596806387227,-0.8303393213572854,-465.19560878243516
9.575000000000001,3.099800399201597,3.7644710578842315,-0.6646706586826348,-465.86027944111777
9.625,3.179640718562874,3.882235528942116,-0.7025948103792415,-466.562874251497
9.675,3.1157684630738522,3.942115768463074,-0.8263473053892215,-467.38922155688624
9.725000000000001,2.8942115768463075,3.7984031936127742,-0.9041916167664671,-468.2934131736527
9.775,3.021956087824351,3.834331337325349,-0.812375249500998,-469.1057884231537
9.825000000000001,3.1716566866267466,3.788423153692615,-0.6167664670658682,-469.72255489021956
9.875,3.1756487025948106,3.6726546906187623,-0.49700598802395207,-470.2195608782435
9.925,3.197604790419162,3.812375249500998,-0.6147704590818364,-470.83433133732535
9.975000000000001,3.1596806387225547,3.730538922155689,-0.5708582834331337,-471.4051896207585
10.025,3.2355289421157685,3.7045908183632736,-0.469061876247505,-471.874251497006
10.075000000000001,3.283433133732535,3.7564870259481036,-0.47305389221556887,-472.34730538922156
10.125,3.085828343313373,3.808383233532934,-0.7225548902195609,-473.0698602794411
10.175,3.067864271457086,3.6966067864271457,-0.6287425149700598,-473.69860279441116
10.225000000000001,3.1157684630738522,3.5469061876247503,-0.4311377245508982,-474.1297405189621
10.275,3.2435129740518964,3.538922155688623,-0.2954091816367265,-474.4251497005988
10.325000000000001,3.273453093812375,3.6606786427145708,-0.3872255489021956,-474.81237524950103
10.375,3.2954091816367264,3.75249500998004,-0.45708582834331335,-475.26946107784437
10.425,3.2215568862275448,3.536926147704591,-0.3153692614770459,-475.5848303393214
10.475000000000001,3.0339321357285427,3.7025948103792414,-0.6686626746506986,-476.2534930139721
10.525,3.3552894211576847,3.5668662674650697,-0.21157684630738524,-476.46506986027947
10.575000000000001,3.2315369261477045,3.650698602794411,-0.41916167664670656,-476.88423153692617
10.625,3.13373253493014,3.656686626746507,-0.5229540918163673,-477.4071856287425
10.675,3.3972055888223553,3.6187624750499,-0.2215568862275449,-477.62874251497004
10.725000000000001,3.2275449101796405,3.7684630738522955,-0.5409181636726547,-478.1696606786427
10.775,3.223552894211577,3.6407185628742513,-0.4171656686626746,-478.58682634730536
10.825000000000001,3.1676646706586826,3.7045908183632736,-0.5369261477045908,-479.12375249500997
10.875,3.0818363273453095,3.7385229540918163,-0.656686626746507,-479.7804391217565
10.925,3.2355289421157685,3.7784431137724552,-0.5429141716566867,-480.32335329341316
10.975000000000001,3.1057884231536925,3.68063872255489,-0.5748502994011976,-480.89820359281435
11.025,3.223552894211577,3.68063872255489,-0.45708582834331335,-481.3552894211577
11.075000000000001,3.2095808383233533,3.748502994011976,-0.5389221556886228,-481.8942115768463
11.125,3.183632734530938,3.538922155688623,-0.35528942115768464,-482.249500998004
11.175,3.0918163672654693,3.716566866267465,-0.624750499001996,-482.874251497006
11.225000000000001,3.191616766467066,3.5768463073852295,-0.3852295409181637,-483.25948103792416
11.275,3.2375249500998002,3.7564870259481036,-0.5189620758483033,-483.7784431137725
11.325000000000001,3.197604790419162,3.808383233532934,-0.6107784431137725,-484.38922155688624
11.375,3.125748502994012,3.6107784431137726,-0.48502994011976047,-484.874251497006
11.425,3.153692614770459,3.7065868263473054,-0.5528942115768463,-485.4271457085829
11.475000000000001,3.1676646706586826,3.7624750499001998,-0.5948103792415169,-486.0219560878244
11.525,3.157684630738523,3.6307385229540916,-0.47305389221556887,-486.4950099800399
11.575000000000001,3.337325349301397,3.7564870259481036,-0.41916167664670656,-486.9141716566866
11.625,3.3333333333333335,3.7065868263473054,-0.37325349301397204,-487.2874251497006
11.675,3.3832335329341316,3.7944111776447107,-0.4111776447105788,-487.69860279441116
11.725000000000001,3.1676646706586826,3.682634730538922,-0.5149700598802395,-488.2135728542914
11.775,3.2954091816367264,3.6986027944111775,-0.4031936127744511,-488.6167664670658
11.825000000000001,3.3652694610778444,3.740518962075848,-0.37524950099800397,-488.9920159680638
11.875,3.24750499001996,3.624750499001996,-0.3772455089820359,-489.3692614770458
11.925,3.1736526946107784,3.7604790419161676,-0.5868263473053892,-489.9560878243512
11.975000000000001,3.2015968063872258,3.712574850299401,-0.5109780439121756,-490.4670658682634
12.025,3.2974051896207586,3.776447105788423,-0.47904191616766467,-490.94610778443104
12.075000000000001,3.3073852295409183,3.730538922155689,-0.4231536926147705,-491.3692614770458
12.125,3.0558882235528944,3.7245508982035926,-0.6686626746506986,-492.03792415169653
12.175,3.317365269461078,3.632734530938124,-0.3153692614770459,-492.35329341317356
12.225000000000001,3.3353293413173652,3.55688622754491,-0.2215568862275449,-492.5748502994011
12.275,3.409181636726547,3.5489021956087825,-0.13972055888223553,-492.7145708582833
12.325000000000001,3.3313373253493013,3.7864271457085827,-0.4550898203592814,-493.1696606786426
12.375,3.1377245508982035,3.720558882235529,-0.5828343313373253,-493.7524950099799
12.425,3.24750499001996,3.5728542914171655,-0.3253493013972056,-494.0778443113771
12.475000000000001,3.3073852295409183,3.7245508982035926,-0.4171656686626746,-494.49500998003975
12.525,3.211576846307385,3.7045908183632736,-0.4930139720558882,-494.98802395209566
12.575000000000001,3.3393213572854292,3.658682634730539,-0.3193612774451098,-495.3073852295408
12.625,3.2295409181636727,3.5149700598802394,-0.28542914171656686,-495.59281437125736
