r_A,pH6_200_10_3F,pH6_200_10_3F_sem,pH6_200_10_5F,pH6_200_10_5F_sem,pH6_30_12_3F,pH6_30_12_3F_sem,pH6_30_12_5F,pH6_30_12_5F_sem,pH6_110_8_3F,pH6_110_8_3F_sem,pH6_110_8_5F,pH6_110_8_5F_sem,pH73_170_5_3F,pH73_170_5_3F_sem,pH73_170_5_5F,pH73_170_5_5F_sem
6.9,-0.08785831089788304,0.003432188769170943,-0.0266442238505857,0.008850965431612538,-0.11792114236418158,0.0036858902076171035,-0.10322226371605833,0.008416199836298693,-0.07437990172358554,0.0025247799095688105,0.05664123371101853,0.008376884057782162,-0.04241296563614448,0.0020816257491799986,-0.03061089444200132,0.005141286640418513
7.0,-0.08891841001774838,0.0035139527476386488,-0.025840561144653437,0.009022907839216068,-0.1195163244714961,0.0037720113326851668,-0.10422587479085409,0.008577473714539255,-0.0752836785237572,0.0025813658679799054,0.05964632487715282,0.008533864932199837,-0.0428263431068754,0.0021296888532202005,-0.030743906628638844,0.005242739300827111
7.1000000000000005,-0.09003867126161462,0.003596390370609518,-0.02520100628820902,0.009197361938958945,-0.12111335036156248,0.003859815111524001,-0.10532482890959549,0.008738137613996286,-0.07622711875964464,0.002638167265203155,0.06261449300470562,0.00869190377118973,-0.043278823699962686,0.0021780899131535985,-0.030827492448392932,0.005343524920915259
7.2,-0.09117106009716046,0.003680877417297495,-0.02447995912551511,0.009373392392556162,-0.12267632952275986,0.003948549550962014,-0.10645562918803121,0.008897496258524934,-0.07716854305866012,0.0026955048147930803,0.06559448054189984,0.00885213062993982,-0.04371503647639502,0.0022269356661385876,-0.03093684568864962,0.00544849852580926
7.300000000000001,-0.09232858019938636,0.0037649235137521032,-0.023597814891302096,0.009551674111456566,-0.12429643618410871,0.004038054696697568,-0.10759899680495566,0.0090657475293709,-0.07821309371239503,0.0027530635469987168,0.06848286586952612,0.009008350890489639,-0.04415611947292344,0.002276685856306742,-0.030995658630636847,0.005551026767703849
7.4,-0.09358521573806461,0.0038507676824020556,-0.022922464196877487,0.00972888886003018,-0.12594461229248924,0.004127551339820116,-0.10883838094007289,0.00922917929874416,-0.07928448030897774,0.002810954790411405,0.07145497958734066,0.009169590455401047,-0.04461270008489122,0.0023268175674314444,-0.03115446865829683,0.005653949920516128
7.5,-0.09482314334924212,0.003937478442609139,-0.022106203804129924,0.009914648351135416,-0.1276603106437464,0.004218457445091101,-0.11012987482715748,0.009398273018550991,-0.0804392492128934,0.002868416299222059,0.07458945560592273,0.009331263968850131,-0.0451305578148272,0.0023770106100286133,-0.031207702600157112,0.005761047035684273
7.6000000000000005,-0.09609680151469654,0.004024175003309481,-0.02138592431121519,0.01009494060124824,-0.12945167650944853,0.004310118106719321,-0.11146548571184914,0.009561586030448327,-0.08161650258127537,0.0029258781321788085,0.07751190048911455,0.009490950717574454,-0.045651834009370354,0.0024280571995375635,-0.031436317617159995,0.005865464738486691
7.7,-0.09746152816951241,0.00411116728072098,-0.020790680548373953,0.010274107260082458,-0.13126191941590967,0.004402153518702464,-0.11300191806953963,0.00972439570245077,-0.08277319810913625,0.0029844196486375285,0.08034427365518047,0.009650143175640294,-0.046210297735990905,0.0024775255253528393,-0.031615424735522965,0.005972350507895223
7.800000000000001,-0.09887922940300217,0.004199426175012096,-0.020204901994578948,0.01045467667347213,-0.13314896652796476,0.004495303660351062,-0.11447899478027541,0.009889126651256899,-0.08402552376682684,0.0030423304184407926,0.08335694266495151,0.009812895925550723,-0.046755682583757896,0.002528869875461274,-0.0318971300454698,0.006079312213096633
7.9,-0.100401555684651,0.004287462278380233,-0.01978591922321351,0.01063457092304096,-0.13512033432469725,0.004588870814561974,-0.1161618994722484,0.010050577744073683,-0.08531602448612995,0.0031007945604015533,0.08611191270761438,0.009971831196371904,-0.0473564443455477,0.0025797106762148834,-0.03216528159655261,0.006186849766630938
8.0,-0.10200690955060406,0.004374023032630013,-0.019427025356049,0.010819938761004545,-0.13714395327626153,0.004682570286116755,-0.11804846681128853,0.010213555350913029,-0.0866845824681073,0.0031584194185038357,0.08899988692858443,0.010137666850817672,-0.04800554563208368,0.0026309300321756966,-0.032385807629180995,0.006295041522844922
8.1,-0.10362174632791404,0.004462772303733086,-0.01912660285968185,0.011003049450969622,-0.1392771995586041,0.004776742085870745,-0.12002335651544689,0.01037911654454772,-0.08807727145892764,0.0032164280028619567,0.09182059333017994,0.010302464036678118,-0.04863909074517198,0.0026825195597784427,-0.032738758696738625,0.006402920835118661
